candidate_id,mean_rmse,worst_rmse,mean_rmse_ratio_vs_base,worst_rmse_ratio_vs_base,mean_rmse_ratio_vs_naive,ratio_std,latency_ms_p95,max_rules,max_dictionary_size,replacement_rate,selection_score,beats_arima_all_folds,bounded_replacement_churn,eligible_for_shadow
hybrid_dynamics_conservative,0.10456014851226236,0.16512128945476853,0.9946131392645787,0.9981476893240359,0.8931295278448409,0.0059819751334824044,2.2282699999999998,20,20,0.34398496240601506,1.1948408746427341,True,True,True
hybrid_lags_paper,0.10169898839338194,0.16504741413326363,0.9427151311067915,1.0729387341294752,0.854865519730951,0.16463039737744295,1.34092,11,20,0.2850467289719626,1.173765917670431,False,True,False
hybrid_dynamics_paper,0.10375496715842579,0.1645855246722293,0.9861331209869709,0.9984426422335646,0.8853272939914018,0.018214335912871887,1.9768649999999999,18,20,0.40789473684210525,1.1876430830249711,True,False,False
hybrid_exogenous_paper,0.10470716044292705,0.1651468426723189,0.9964232250482669,0.9997106886186496,0.8947205715705384,0.004404216963775334,2.5866949999999997,20,20,0.43045112781954886,1.1968057844683744,True,False,False
hybrid_exogenous_adaptive,0.10486600652098138,0.1654729931632355,0.9977025965240757,1.000111023887529,0.8959211066508637,0.004151223366469313,2.5888,20,30,0.36278195488721804,1.1981399236382284,False,True,False
hybrid_exogenous_conservative,0.10498983674205879,0.1652981566032983,0.9994965325462323,0.9999395010082106,0.8975289823698792,0.00044259103591567434,2.6071849999999994,20,20,0.42105263157894735,1.199528691851466,True,False,False
hybrid_dynamics_adaptive,0.10462933541680863,0.1647795867546214,0.9977543527888542,1.0201555318744824,0.8951143521261539,0.021542702538846912,2.0673649999999992,19,30,0.36278195488721804,1.2039397294176353,False,True,False
hybrid_lags_conservative,0.10615320671923689,0.16532189440180955,1.0149003927283229,1.0234593554064175,0.9107118278670076,0.013617253129279477,1.427645,14,20,0.20300751879699247,1.2209539891225343,False,True,False
hybrid_lags_adaptive,0.11194819128688384,0.1653523499709651,1.0900769884060189,1.1615313253931296,0.9757988013295001,0.08276936688056187,1.08001,10,30,0.1875,1.3306601901727009,False,True,False
