date,actual,persistence,arima,cond_lower,cond_upper,cond_sigma,fixed_lower,fixed_upper
2023-11-12,6.21,6.24,6.233272807619438,6.183291166002085,6.304800961241579,0.0432720641241386,6.170222761560251,6.306760777678318
2023-11-19,6.18,6.21,6.199909211429157,6.104989153126715,6.335635660521503,0.08213474051456934,6.13685916536997,6.2670610997524125
2023-11-26,6.16,6.18,6.1699092114291565,6.106603429243606,6.261754894756818,0.056151502988419144,6.106859165369969,6.237061099752413
2023-12-03,6.13,6.16,6.153272807619438,6.105610323583976,6.222429951250544,0.0422301981029161,6.090222761560251,6.220424695942695
2023-12-10,6.06,6.13,6.119909211429157,6.077542891481553,6.181236324591412,0.03750046462379628,6.0568591653699695,6.1870610997524125
2023-12-17,5.98,6.06,6.036454826668032,5.974179990772057,6.125234111325341,0.054908689755019495,5.973404780608845,6.1036067149912885
2023-12-24,5.94,5.98,5.952949537325958,5.904342615892701,6.021881191172451,0.042878571659341336,5.889899491266771,6.020101425649214
2023-12-31,5.97,5.94,5.926474768662979,5.871040155912709,6.005054613323072,0.04893118242210903,5.863424722603792,5.993626656986235
2024-01-07,5.98,5.97,5.980143923502766,5.918613134285924,6.066899290005046,0.05433327937373831,5.917093877443579,6.047295811826022
2024-01-14,5.94,5.98,5.983381307834256,5.935034748230651,6.051508548306073,0.042775051499780545,5.920331261775069,6.050533196157513
2024-01-21,5.91,5.94,5.926474768662979,5.881713328233459,5.9891628950651565,0.03964063015014237,5.863424722603792,5.993626656986235
2024-01-28,5.92,5.91,5.899856076497234,5.847626985373389,5.972535156852532,0.04622143639674235,5.836806030438047,5.967007964820491
2024-02-04,5.98,5.92,5.923381307834255,5.867300590983735,6.000787541835919,0.04956471303145152,5.860331261775068,5.990533196157511
2024-02-11,5.97,5.98,6.0002878470055325,5.937538236255584,6.08630510011895,0.05554707230505265,5.937237800946345,6.067439735328788
2024-02-18,5.97,5.97,5.966618692165744,5.898864075420883,6.059391640674456,0.059869450703310775,5.903568646106557,6.033770580489
2024-02-25,5.96,5.97,5.97,5.9438496031634225,6.0057960132602455,0.023032548354069204,5.906949953940813,6.029709015786258
2024-03-03,5.95,5.96,5.956618692165745,5.938022734482407,5.98212104554388,0.01639106990383472,5.893568646106558,6.016327707952003
2024-03-10,5.92,5.95,5.946618692165745,5.931201167718206,5.967777136226202,0.013585132476462251,5.883568646106558,6.006327707952003
2024-03-17,5.93,5.92,5.909856076497234,5.893823776334824,5.931639730797439,0.014011712428487377,5.846806030438047,5.969565092283492
2024-03-24,5.92,5.93,5.93337197164646,5.908156536881018,5.967616617665973,0.02205151962079159,5.870321925587273,5.993080987432718
2024-03-31,5.93,5.92,5.91662802835354,5.898146255501543,5.94176861392181,0.016172565518993667,5.853577982294353,5.9763370441397985
2024-04-07,5.93,5.93,5.93337197164646,5.908348910918769,5.96744582772868,0.021913121153686703,5.870321925587273,5.993080987432718
2024-04-14,5.94,5.93,5.93,5.858299127225864,6.028019549506279,0.06286016646764034,5.8669499539408125,5.989709015786257
2024-04-21,5.96,5.94,5.94337197164646,5.916125262907473,5.980622300551863,0.023794112289489265,5.880321925587273,6.003080987432718
2024-04-28,5.96,5.96,5.966743943292919,5.926989059533984,6.02105205254339,0.034743632430723134,5.903693897233731,6.026452959079176
2024-05-05,5.96,5.96,5.96,5.9460196320187055,5.9790165168850695,0.012144551036217935,5.896949953940813,6.017481361791244
2024-05-12,5.95,5.96,5.96,5.89012550571556,6.054546906652566,0.060360882087958125,5.896949953940813,6.017481361791244
2024-05-19,5.93,5.95,5.94662802835354,5.92477820154393,5.97617194322704,0.018826967017306732,5.883577982294353,6.004109390144784
2024-05-26,5.93,5.93,5.923256056707081,5.896928930781323,5.958778978643975,0.0226781398522499,5.860206010647894,5.980737418498325
2024-06-02,5.92,5.93,5.93,5.893874803311004,5.978618655080647,0.030990166898839225,5.8669499539408125,5.987481361791243
2024-06-09,5.92,5.92,5.91662802835354,5.887806051279113,5.9553909209238425,0.024648538547304227,5.853577982294353,5.974109390144784
2024-06-16,5.94,5.92,5.92,5.901722675506221,5.944606927433353,0.01559750890558391,5.856949953940813,5.977481361791243
2024-06-23,5.94,5.94,5.946742024373795,5.896508215958103,6.014344097467904,0.04297650153971348,5.883691978314608,6.004223386165039
2024-06-30,5.96,5.94,5.94,5.879965329172623,6.021150253438711,0.05132367346541186,5.876949953940813,5.997481361791245
2024-07-07,6.01,5.96,5.966742024373794,5.935319874827452,6.00926165263218,0.026830439648520957,5.9036919783146065,6.024223386165037
2024-07-14,6.04,6.01,6.026855060934485,6.012458327010134,6.046593835342666,0.012324532048630939,5.963805014875298,6.084336422725729
2024-07-21,6.03,6.04,6.050113036560691,6.02360761168629,6.086435647012612,0.02272024199341132,5.987062990501504,6.107594398351935
2024-07-28,6.03,6.03,6.026628987813103,6.011413521496311,6.04747630586546,0.013053671197958498,5.963578941753916,6.084110349604346
2024-08-04,6.03,6.03,6.03,5.9992609459037025,6.072127697399192,0.026353335033221733,5.966949953940813,6.087481361791244
2024-08-11,6.02,6.03,6.03,6.005453441957449,6.063658332616783,0.020972450899297543,5.966949953940813,6.087481361791244
