residual_arima,residual_ridge,residual_persistence,residual_vs_epl_krls,residual_ensemble
-0.01254014947412152,-0.013599702017710769,-0.019999999999999574,-0.0583835429975208,-0.026293167531141748
-0.02502676631608125,-0.02326966909000472,-0.03000000000000025,-0.0242829543948595,-0.02480362273971437
-0.022540149474121307,-0.022497648840714923,-0.02999999999999936,-0.028476409651204904,-0.024321027527245853
-0.07254014947412202,-0.07316362778422825,-0.08000000000000007,-0.08071568673612628,-0.07499281065272267
-0.00010706526432535668,-0.018725168033416395,-0.020000000000000462,-0.019154755070045937,-0.0058213722060411754
-0.0050267663160807885,0.001700380713023364,-0.009999999999999787,-0.01143335680144375,-0.0069487434616899435
-0.03751338315804098,-0.028343470234502455,-0.040000000000000036,-0.041444805141690466,-0.038692809753135826
-0.010053532632162465,-0.015563834113920372,-0.020000000000000462,-0.023306030517932896,-0.01402928199789244
-0.0650267663160804,-0.06038392304800144,-0.0699999999999994,-0.07702568125588449,-0.06862644079802127
-0.11259368210628384,-0.13121924472753044,-0.1299999999999999,-0.1373839756580848,-0.12003077017182395
-0.07767398105452816,-0.1296020751041862,-0.11000000000000032,-0.11509273342380943,-0.08889960676531228
-0.19147337061279934,-0.22633706334133574,-0.21999999999999975,-0.2251983293891877,-0.20159085824571576
-0.022946741225599254,-0.10710676316301182,-0.08000000000000007,-0.07258670919642007,-0.037838731616845145
-0.009253360445672598,-0.02596755600157774,-0.03000000000000025,-0.04001504251600796,-0.018481865066772407
-0.02222001016712749,-0.006748044011914089,-0.03000000000000025,-0.05108959014277037,-0.03088088415982071
-0.042220010167127064,-0.023470567842200474,-0.04999999999999982,-0.06821227154902143,-0.0500176885816952
0.0029666497214551057,0.014714675975855407,-0.009999999999999787,-0.02260384625591705,-0.004704499071755741
-0.01740667005570984,0.013349894220592518,-0.020000000000000462,-0.034970810461039115,-0.022675912177308355
-0.004813340111417652,0.021144771744454616,-0.009999999999999787,-0.024950783880754557,-0.01085457324221828
-0.01740667005570895,0.010722552950635844,-0.019999999999999574,-0.03638593033215454,-0.023100448138642093
-0.004813340111417652,0.015935749079536876,-0.009999999999999787,-0.02454399694047371,-0.010732537160134115
0.022593329944290197,0.04453336031414068,0.019999999999999574,0.00556924322750163,0.017486103929254426
0.07481334011141794,0.10662960603838645,0.08000000000000007,0.06218550324729133,0.07102498905218013
0.3992533604456723,0.45529683787962405,0.41999999999999993,0.39106948216676507,0.3967981969620009
0.4297056116438247,0.6328086036366392,0.5499999999999998,0.41585886246822934,0.4255515868911468
-0.0775283657045156,0.179913535223303,0.08000000000000007,0.09081533348081461,-0.02702525594891636
0.027086783170252815,0.04614116354095188,0.04999999999999982,0.06830427019196605,0.0394520292767675
0.005679239481407805,-0.007180762076547609,0.020000000000000462,0.022592014585502085,0.010753072012636089
0.014271695792562156,-0.021924634939422205,0.019999999999999574,0.008743591203385748,0.012613264415809233
-0.00572830420743653,-0.050499417294610716,0.0,-0.0018950868071145877,-0.004578338987339947
0.0,-0.05568683446346956,0.0,0.007024550389732376,0.0021073651169203345
-0.019999999999999574,-0.07474642696124167,-0.019999999999999574,-0.014483219216448795,-0.01834496576493372
-0.014271695792563932,-0.06700358205230117,-0.020000000000000462,-0.02371351774107744,-0.017104242377118162
0.0757283042074377,0.03852655659821291,0.07000000000000028,0.06627527412137546,0.07289239518161938
-0.0100490647260294,-0.0014180632598002063,0.009999999999999787,-0.0013303289240935712,-0.007433443985448207
-0.022864152103718283,-0.03929934957409742,-0.019999999999999574,-0.023394256384369427,-0.023023183387913093
-0.02427169579256372,-0.04721573573074078,-0.03000000000000025,-0.030274747186660456,-0.026072611210792296
-0.019919752808886138,-0.03669909116728309,-0.03000000000000025,-0.03270113595476776,-0.023754167752650268
-0.009919752808885463,-0.02447097761100192,-0.019999999999999574,-0.027175984747032977,-0.015096622390329273
-0.02327983520592447,-0.031595692325956826,-0.03000000000000025,-0.037886757660951176,-0.02766191194243195
-0.05991975280888617,-0.07258404111722427,-0.07000000000000028,-0.07821986655264546,-0.0654097869320136
-0.05647942322073263,-0.08708313972036397,-0.07999999999999918,-0.08754155016653353,-0.06579806130447263
-0.013119340823696035,-0.04426389354641547,-0.040000000000000036,-0.04678509773424899,-0.023219067896861567
0.043440329588151805,0.03390924753848257,0.02999999999999936,0.02241029505930392,0.03713131922949753
-8.024719111343614e-05,0.02344458776602565,0.010000000000000675,0.0005143506721667634,9.813216787080137e-05
-0.04336008239703837,-0.0316244490561024,-0.040000000000000036,-0.04794656341474823,-0.044736026702350884
-0.016559670411847804,-0.02893367549405479,-0.03000000000000025,-0.032502702615997414,-0.02134258007309242
0.020080247191113898,0.013255604391218867,0.009999999999999787,0.0076894970826346665,0.016363022158570217
0.056639917602962164,0.06874195177629083,0.0600000000000005,0.05421432086947764,0.05591223858291716
-0.030160494382228897,0.002848313825760229,-0.010000000000000675,-0.01900992087582498,-0.02681532233030648
0.00337711074602165,0.0008505888600316425,0.0,-0.008565008579518363,-0.00020552505163973223
-0.009999999999999787,-0.008873091152593382,-0.009999999999999787,-0.019078873923580986,-0.012723662177073436
-0.006622889253978137,-0.009692124223237286,-0.009999999999999787,-0.01919706371494101,-0.010395141592266732
-0.0266228892539786,-0.029326990120082996,-0.03000000000000025,-0.04187983114933491,-0.031199971822585937
0.020131332238063848,0.006615386958725544,0.009999999999999787,-0.002950133967960511,0.013206892376256718
-0.013377110746021437,-0.008032077135078808,-0.009999999999999787,-0.025213544972457314,-0.01692804101395229
0.013377110746021437,0.009419631805874573,0.009999999999999787,-0.003023104406345567,0.008457046200311957
-0.00337711074602165,0.00388410406137929,0.0,-0.011846605170177327,-0.0059179590732680865
0.010000000000000675,0.011391024999700683,0.010000000000000675,-0.0007258924015829393,0.0067822322795256795
0.016622889253977924,0.022508483254918055,0.019999999999999574,0.008797608268348078,0.014275304958289325
-0.0067542214920424115,0.0032742478867993086,0.0,-0.010594046706608573,-0.007906169056412615
-8.881784197001252e-16,0.00025660883835243453,0.0,-0.010005660531654748,-0.0030016981594966907
-0.009999999999999787,-0.010572945222727448,-0.009999999999999787,-0.020567425964775232,-0.013170227789432332
-0.016624926769575943,-0.021567488241031718,-0.020000000000000462,-0.03087972204418854,-0.020901365351958745
0.00675014646084815,-0.0028250492365131663,0.0,-0.00929696205035846,0.0019360139074864335
-0.009999999999999787,-0.009192386918458695,-0.009999999999999787,-0.020686824760148603,-0.013206047428043988
0.003375073230424519,-0.0008157236144334945,0.0,-0.011088143480813883,-0.0009638917829466465
0.020000000000000462,0.02117965787794418,0.020000000000000462,0.009061473164977407,0.0167184419494939
-0.00675014646084815,0.004239703376090809,0.0,-0.010306651821595736,-0.00781709806907216
0.019999999999999574,0.020873380196213098,0.019999999999999574,0.010092779844572242,0.017027833953371818
0.04324985353915167,0.053532277507763126,0.04999999999999982,0.0395994829221733,0.04215474235405825
0.01312463384787943,0.03691802545126155,0.03000000000000025,0.01920423490012535,0.014948514163553916
-0.020125219691272456,-0.007754050148877312,-0.009999999999999787,-0.020261678760754798,-0.020166157412115915
0.003375073230424519,-0.004516512048614807,0.0,-0.006731752411493375,0.0003430255378500391
0.0,-0.002983645642788524,0.0,-0.008439444593509648,-0.002531833378053072
-0.010000000000000675,-0.01271121153060406,-0.010000000000000675,-0.020206400686709536,-0.013061920206013156
