product,horizon_weeks,split_date,mse,rmse,mae,smape,naive_rmse,final_rules,max_rules,rule_creations,rule_merges,mean_dictionary_size,max_dictionary_size,elapsed_seconds,learning_seconds,prediction_seconds,n_learning_updates,n_test_predictions
S10,2,2018-12-16,0.2984354736648402,0.5462924799636548,0.530247700520396,15.620164204350798,0.05428529573773486,7,7,7,0,13.571428571428571,34,1.559877300000153,1.508707899996807,0.05099510000218288,371,75
S10,4,2018-12-02,0.7660853571437362,0.8752630216933286,0.8503413057032164,26.36457394206794,0.1026297552694474,20,20,20,0,4.45,34,1.9904382999993686,1.8486512999934348,0.14155450000725978,367,75
